"URL","Artist","Hometown","Tags","Description","Description HTML","Picture Link","Youtube Link"
"http://do512.com/c/sx2013/bands/pangea","Pangea","Newhall, California, United States","dj, ambient, instrumental, world music","From Los Angeles by-way-of Newhall, Pangea play poppy, snotty, shitty, fitty, punky, stunky garage-pop and roll. est. 2005. With a new album on Burger Records!""This is severely fun LA bubblegum punk. A really strong album and I would highly recommend it to people who dig Ty Segall, Wavves, Nobunny, or Mean Jeans. "" —Vice","<p><span style=""color: rgb(102, 102, 102); font-family: Arial, Helvetica, sans-serif; font-size: 11px; line-height: normal; "">From Los Angeles by-way-of Newhall, Pangea play poppy, snotty, shitty, fitty, punky, stunky garage-pop and roll. est. 2005. With a new album on Burger Records!</span><br><br><span style=""color: rgb(102, 102, 102); font-family: Arial, Helvetica, sans-serif; font-size: 11px; line-height: normal; "">""This is severely fun LA bubblegum punk. A really strong album and I would highly recommend it to people who dig Ty Segall, Wavves, Nobunny, or Mean Jeans. "" —Vice</span><br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1089998/b3b9bd749ad8b81f9102ac91ace6d38d_poster.jpeg","http://www.youtube.com/e/dXMej68YrNI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/gap-dream","Gap Dream","Cleveland, OH","psychedelic, dream pop, twee","just me and the crickets and the dirt.","<p>just me and the crickets and the dirt.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5461339/693a9194836662e6df9908bb1ed6dc3d_poster.jpeg","http://www.youtube.com/e/F342R4umkM8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/night-beats-","Night Beats","SEATTLE, Washington, Un","psychedelic, soul, rhythm and blues","Experimental / R&BWatch videos of Night Beats playing a Shiner Beer Session at The Do512 Lounge!","<p>Experimental / R&B<br><br><a rel=""nofollow"" target=""_blank"" href=""http://do512.com/event/2011/04/30/do512-lounge-sessions-presented-by-shiner-the-night-beats"">Watch videos of Night Beats playing a Shiner Beer Session at The Do512 Lounge!</a><br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/2479632/night_beats_poster.jpg","http://www.youtube.com/e/kcYdXxsdFzg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/nu-sensae","Nu Sensae","Vancouver, Canada","punk, hardcore, prda","Punk / Grunge","<p>Punk / Grunge</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/525156/l_81867877b99943faa5d7cf66ddf92496_poster.jpg","http://www.youtube.com/e/4C_jwz04XV8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/enjoy","ENJOY","Las Vegas/ Nashville, Un","rock, electronica, hardcore","Electronica / Pop / Rock","<p>Electronica / Pop / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7431149/ddcedf6155dd1f507067d248620da3b2_poster.jpeg",""
"http://do512.com/c/sx2013/bands/juniper-rising","Juniper Rising","CAMBRIDGE, Maranhão, US","","Club","<p>Club</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7191224/54006866433c3c1a3332e8c0eb5b8b73_poster.png",""
"http://do512.com/c/sx2013/bands/shannon-and-the-clams","Shannon & the Clams","Oakland, California","","Pop / Garage / Rock","<p>Pop / Garage / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1470134/m_poster.jpg","http://www.youtube.com/e/57KUgVsM8rw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tashaki-miyaki","tashaki miyaki","Los Angeles, CA","lo-fi, shoegaze, dream pop","Played “Hollywood Forever Cemetery Sings” 05/17/2012 9:31 am","<p>Played “Hollywood Forever Cemetery Sings” 05/17/2012 9:31 am</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7151096/5c738f957dfdf35039c776cf13b16550_poster.jpeg","http://www.youtube.com/e/Rr9g9lIlF_k?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sam-flax","Sam Flax","","indie pop, all, electropop","More info coming soon…","<p>More info coming soon…</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7315202/627d4e15edb86cac7f0e3a76d0a862f1_poster.jpeg","http://www.youtube.com/e/q7NhHbREvoI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/jaill-","Jaill","Milwaukee, IL","indie, garage rock, sludge","Idol","<p>Idol</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1648227/7d2293ffb0ae55b0baa752604937fddc_poster.png","http://www.youtube.com/e/hvwbrf3k5GI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/summer-twins","Summer Twins","Riverside","","","","http://s3.amazonaws.com/dostuff-production/photos/5360257/57ba7bdef8c441e23d28d0995a566074_poster.jpeg","http://www.youtube.com/e/8Qrhm4rnA2s?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/fletcher-c-johnson","Fletcher C. Johnson","Brooklyn, NY","singer-songwriter, folk, acoustic, alt-country, brooklyn","Pop / Folk / Pop","<p>Pop / Folk / Pop</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7131410/6d760c51bcd312310a58d348312784d9_poster.jpeg","http://www.youtube.com/e/YxhlCzAYHr4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/glitz","Glitz","","","","","http://cdn0.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570157","http://www.youtube.com/e/dA0Z20pQ6X4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/vision-","Vision","","","","","http://s3.amazonaws.com/dostuff-production/photos/6356758/599584_384265238330445_617023409_n_poster.jpeg",""
"http://do512.com/c/sx2013/bands/tyranis","Tyranis","Orange","","","","http://s3.amazonaws.com/dostuff-production/photos/7628634/bb74baf95eee19e7067e1cc4569856d4_poster.jpeg","http://www.youtube.com/e/bDPQ5AvtOqs?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/burnt-ones","Burnt Ones","San Francisco, CA","rock, punk, psychedelic, lo-fi, rock and roll","","","http://s3.amazonaws.com/dostuff-production/photos/7065356/155ba7e374f2abb7d923723094683535_poster.jpeg","http://www.youtube.com/e/vSZTJsUWqXA?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-memories","The Memories","CA","alternative rock","Indie / Rock","<p>Indie / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1268324/6eff99d50ba1b3e38ecf77d7872050b0_poster.jpeg",""
"http://do512.com/c/sx2013/bands/tyler-stenson","Tyler Stenson","Portland, OR","singer-songwriter, folk, awesome","Acoustic / Americana / Lyrical","<p>Acoustic / Americana / Lyrical</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5306971/5aff3898fc0f48d3b6043c93d249c367_poster.jpeg","http://www.youtube.com/e/b36lPad6B9k?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/twin-berlin","Twin Berlin","","indie, under 2000 listeners, garage rock","Just a year after forming, Twin Berlin are already receiving prime-time radio play on FNX Radio Boston and strong receptions at late-night indie dance parties as the Connecticut-based rock band bridges the gap between Beantown and New York City. Building a cult following for a rabid live show (vocalist/guitarist Matt Lopez has been known to bleed) and a high-energy sound that echoes the Libertines, Strokes and Arctic Monkeys, Twin Berlin are ready to shake up the growingly dormant rock n’ roll scene. No keyboards, no synths, no electro overproduction – just underground rock music played like 21-year-old madmen. With a “Twin Single” already under their belt, Comcast NE “on demand” air-time in September and a MTV VMA “Best Breakout Boston” award nomination, things are starting to heat up. Discography: Twin Berlin – “Twin Single” 2009 Twin Berlin – “Youth Scenes EP” 2010","<p>Just a year after forming, Twin Berlin are already receiving prime-time radio play on <span class=""caps"">FNX</span> Radio Boston and strong receptions at late-night indie dance parties as the Connecticut-based rock band bridges the gap between Beantown and New York City.</p> <p>Building a cult following for a rabid live show (vocalist/guitarist Matt Lopez has been known to bleed) and a high-energy sound that echoes the Libertines, Strokes and Arctic Monkeys, Twin Berlin are ready to shake up the growingly dormant rock n’ roll scene. No keyboards, no synths, no electro overproduction – just underground rock music played like 21-year-old madmen.</p> <p>With a “Twin Single” already under their belt, Comcast NE “on demand” air-time in September and a <span class=""caps"">MTV</span> <span class=""caps"">VMA</span> “Best Breakout Boston” award nomination, things are starting to heat up.</p> <p>Discography:<br /> Twin Berlin – “Twin Single” 2009<br /> Twin Berlin – “Youth Scenes EP” 2010</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5329951/07f4c91edada0ae22d3c31ff6c774ca3_poster.jpeg","http://www.youtube.com/e/5Xb27_vg8zc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/phox","PHOX","","","PHOX is people making noise, occasionally in harmony, frequently in Madison, WI. Join the cult at phoxband.comPHOX is:Matt HolmenSean KrunnfuszMonica MartinDave RobertsMatt RobertsChe Van Huss","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;""><span class=""caps"">PHOX</span> is people making noise, occasionally in harmony, frequently in Madison, WI. Join the cult at phoxband.com<br></span><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;""><br><span class=""caps"">PHOX</span> is:<br>Matt Holmen</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Sean Krunnfusz</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Monica Martin</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Dave Roberts</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Matt Roberts</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Che Van Huss<br><br><br></span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7604430/phox_poster.jpg","http://www.youtube.com/e/Fr5-IoMD51w?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-susan-constant","The Susan Constant","Boston, MA","","Freestyle / Indie / Rock","<p>Freestyle / Indie / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5355589/3011ca917b42d24f4be88fab2b4d9cca_poster.jpeg","http://www.youtube.com/e/CkNO2LG_A9M?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/ryan-hamilton","Ryan Hamilton","new york city","","American indie-rock singer songwriter. Vocalist, guitar player and keyboardist in the bands Smile Smile and People On Vacation.","<div style=""margin-left: 20px; margin-right: 20px; color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;""><span style=""font-size: 11px;"">American indie-rock singer songwriter. Vocalist, guitar player and keyboardist in the bands Smile Smile and People On Vacation.</span><br></div> </div>","http://s3.amazonaws.com/dostuff-production/photos/7526465/530778_197779583694473_782466558_n_poster.jpg","http://www.youtube.com/e/1lZQsaOVPvU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/little-brave-","Little Brave","Austin, TX","","Little Brave is the new alias of Stephanie Briggs. Stephanie has been performing since 2000, first in Rodger Wilko releasing 3 albums, then as Stephanie Briggs releasing 2 albums, and now as Little Brave. She released her third album, Wound & Will, on March 5, 2011, under the moniker Little Brave. To celebrate the release of the album, Stephanie decided to create an event unlike any other. She called it “Wound & Will: The Musical.” Each song had a theme, i.e. a ballerina on “The Invitation”; puppets on “Blame”; everyone wearing band uniforms on “Time To Forget.” She also recorded 9 transition tracks, which played while the stage was reset for each new song. The San Antonio Current said, “This was easily the best show I’ve seen so far this year, and it wasn’t about the confetti: it was about the songs and the vision of a top-notch all-around artist the regional music scene should be proud of.” She is currently organizing the “musical” for a second showing in Austin, TX.If you are enjoying the recordings, you’d be happy to know that Stephanie also PRODUCES her own albums. With the help of engineer Pat Manske, she is an artist with an ear for arrangements and instrumentation, understanding the well worn path, but always willing to take the unexplored path as well.She also finds time to play in her fellow bandmembers’ bands as well. Bass, mainly, but also as an acoustic drummer, turning a tom and tambourine into a canvas for rhythm.She ALSO does all her own artwork. Albums, posters, etc. Most of the art is drawn and watercolored or collaged and taped. She received her degree in Photography so you’ll also find her photography scattered throughout her projects.Little Brave is an artist. Plain and Simple.","<p><span style=""font-size: 12px;"">Little Brave is the new alias of Stephanie Briggs. Stephanie has been performing since 2000, first in Rodger Wilko releasing 3 albums, then as Stephanie Briggs releasing 2 albums, and now as Little Brave. She released her third album, Wound & Will, on March 5, 2011, under the moniker Little Brave. <br /><br />To celebrate the release of the album, Stephanie decided to create an event unlike any other. She called it “Wound & Will: The Musical.” Each song had a theme, i.e. a ballerina on “The Invitation”; puppets on “Blame”; everyone wearing band uniforms on “Time To Forget.” She also recorded 9 transition tracks, which played while the stage was reset for each new song. The San Antonio Current said, “This was easily the best show I’ve seen so far this year, and it wasn’t about the confetti: it was about the songs and the vision of a top-notch all-around artist the regional music scene should be proud of.” She is currently organizing the “musical” for a second showing in Austin, TX.<br /><br />If you are enjoying the recordings, you’d be happy to know that Stephanie also <span class=""caps"">PRODUCES</span> her own albums. With the help of engineer Pat Manske, she is an artist with an ear for arrangements and instrumentation, understanding the well worn path, but always willing to take the unexplored path as well.<br /><br />She also finds time to play in her fellow bandmembers’ bands as well. Bass, mainly, but also as an acoustic drummer, turning a tom and tambourine into a canvas for rhythm.<br /><br />She <span class=""caps"">ALSO</span> does all her own artwork. Albums, posters, etc. Most of the art is drawn and watercolored or collaged and taped. She received her degree in Photography so you’ll also find her photography scattered throughout her projects.<br /><br />Little Brave is an artist. Plain and Simple.</span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5328475/89e99f76f963cadf6a2370d5a2889e57_poster.jpeg","http://www.youtube.com/e/2IRPVo0NqkA?enablejsapi=1&version=3"
